,ActivityIdentifier,ActivityLatitude,ActivityLongitude,AnalysisStartDate,Contaminant,DetectedLevel,LevelUnit
671151,21NYDECA_WQX-06023201_10202014_WS,42.82640075,-75.46939849,2014-11-04,Lead,0.061,ug/l
671160,21NYDECA_WQX-06030006_04172014_WS,42.0280556,-76.38472220000001,2014-04-30,Copper,1.2,ug/l
671172,21NYDECA_WQX-06030006_04172014_WS,42.0280556,-76.38472220000001,2014-04-30,Copper,2.9,ug/l
671173,21NYDECA_WQX-06030006_04172014_WS,42.0280556,-76.38472220000001,2014-04-30,Lead,0.121,ug/l
671184,21NYDECA_WQX-06030006_04172014_WS,42.0280556,-76.38472220000001,2014-04-30,Lead,3.0,ug/l
671207,21NYDECA_WQX-06030006_06112014_WS,42.0280556,-76.38472220000001,2014-06-26,Copper,1.5,ug/l
671212,21NYDECA_WQX-06030006_06112014_WS,42.0280556,-76.38472220000001,2014-06-25,Lead,0.515,ug/l
671230,21NYDECA_WQX-06030006_06112014_WS,42.0280556,-76.38472220000001,2014-06-25,Copper,1.9,ug/l
671236,21NYDECA_WQX-06030006_06112014_WS,42.0280556,-76.38472220000001,2014-06-26,Lead,0.061,ug/l
671253,21NYDECA_WQX-06030006_07292014_WS,42.0280556,-76.38472220000001,2014-08-07,Lead,0.48200000000000004,ug/l
671255,21NYDECA_WQX-06030006_07292014_WS,42.0280556,-76.38472220000001,2014-08-07,Copper,4.7,ug/l
671262,21NYDECA_WQX-06030006_07292014_WS,42.0280556,-76.38472220000001,2014-08-14,Copper,4.1,ug/l
671264,21NYDECA_WQX-06030006_07292014_WS,42.0280556,-76.38472220000001,2014-08-14,Lead,0.061,ug/l
671315,21NYDECA_WQX-06030006_10222014_WS,42.0280556,-76.38472220000001,2014-11-04,Copper,2.5,ug/l
671318,21NYDECA_WQX-06030006_10222014_WS,42.0280556,-76.38472220000001,2014-11-04,Copper,1.4,ug/l
671325,21NYDECA_WQX-06030006_10222014_WS,42.0280556,-76.38472220000001,2014-11-04,Lead,0.772,ug/l
671330,21NYDECA_WQX-06030006_10222014_WS,42.0280556,-76.38472220000001,2014-11-04,Lead,0.127,ug/l
671370,21NYDECA_WQX-06031301_04172014_WS,42.0925,-76.08972220000001,2014-04-30,Copper,1.1,ug/l
671381,21NYDECA_WQX-06031301_04172014_WS,42.0925,-76.08972220000001,2014-04-30,Lead,0.10800000000000001,ug/l
671382,21NYDECA_WQX-06031301_04172014_WS,42.0925,-76.08972220000001,2014-04-30,Copper,1.7,ug/l
671384,21NYDECA_WQX-06031301_04172014_WS,42.0925,-76.08972220000001,2014-04-30,Lead,1.3,ug/l
671391,21NYDECA_WQX-06031301_050614_WS,42.0925,-76.08972220000001,2014-05-19,Lead,1.0,ug/l
671411,21NYDECA_WQX-06031301_050614_WS,42.0925,-76.08972220000001,2014-05-19,Lead,0.45899999999999996,ug/l
671414,21NYDECA_WQX-06031301_050614_WS,42.0925,-76.08972220000001,2014-05-19,Copper,1.1,ug/l
671420,21NYDECA_WQX-06031301_050614_WS,42.0925,-76.08972220000001,2014-05-19,Copper,1.3,ug/l
671450,21NYDECA_WQX-06031301_06112014_WS,42.0925,-76.08972220000001,2014-06-26,Copper,1.4,ug/l
671457,21NYDECA_WQX-06031301_06112014_WS,42.0925,-76.08972220000001,2014-06-25,Lead,0.8640000000000001,ug/l
671463,21NYDECA_WQX-06031301_06112014_WS,42.0925,-76.08972220000001,2014-06-25,Copper,2.2,ug/l
671473,21NYDECA_WQX-06031301_06112014_WS,42.0925,-76.08972220000001,2014-06-26,Lead,0.1,ug/l
671496,21NYDECA_WQX-06031301_07292014_WS,42.0925,-76.08972220000001,2014-08-14,Copper,3.3,ug/l
671502,21NYDECA_WQX-06031301_07292014_WS,42.0925,-76.08972220000001,2014-08-07,Copper,3.0,ug/l
671505,21NYDECA_WQX-06031301_07292014_WS,42.0925,-76.08972220000001,2014-08-07,Lead,0.387,ug/l
671513,21NYDECA_WQX-06031301_07292014_WS,42.0925,-76.08972220000001,2014-08-14,Lead,0.111,ug/l
671534,21NYDECA_WQX-06031301_09152014_WS,42.0925,-76.08972220000001,2014-10-02,Copper,0.953,ug/l
671535,21NYDECA_WQX-06031301_09152014_WS,42.0925,-76.08972220000001,2014-10-02,Lead,0.099,ug/l
671566,21NYDECA_WQX-06031301_09152014_WS,42.0925,-76.08972220000001,2014-10-02,Lead,0.201,ug/l
671568,21NYDECA_WQX-06031301_09152014_WS,42.0925,-76.08972220000001,2014-10-02,Copper,1.1,ug/l
671578,21NYDECA_WQX-06031301_10222014_WS,42.0925,-76.08972220000001,2014-11-04,Lead,0.069,ug/l
671589,21NYDECA_WQX-06031301_10222014_WS,42.0925,-76.08972220000001,2014-11-04,Lead,0.369,ug/l
671600,21NYDECA_WQX-06031301_10222014_WS,42.0925,-76.08972220000001,2014-11-04,Copper,1.1,ug/l
671601,21NYDECA_WQX-06031301_10222014_WS,42.0925,-76.08972220000001,2014-11-04,Copper,0.856,ug/l
671631,21NYDECA_WQX-06031802_04142014_WS,42.11787,-75.95059,2014-04-30,Lead,0.08199999999999999,ug/l
671640,21NYDECA_WQX-06031802_04142014_WS,42.11787,-75.95059,2014-04-30,Lead,0.39799999999999996,ug/l
671644,21NYDECA_WQX-06031802_04142014_WS,42.11787,-75.95059,2014-04-30,Copper,1.8,ug/l
671661,21NYDECA_WQX-06031802_04142014_WS,42.11787,-75.95059,2014-04-30,Copper,1.3,ug/l
671679,21NYDECA_WQX-06031802_050614_WS,42.11787,-75.95059,2014-05-19,Copper,1.3,ug/l
671680,21NYDECA_WQX-06031802_050614_WS,42.11787,-75.95059,2014-05-19,Copper,1.4,ug/l
671695,21NYDECA_WQX-06031802_050614_WS,42.11787,-75.95059,2014-05-19,Lead,0.155,ug/l
671703,21NYDECA_WQX-06031802_050614_WS,42.11787,-75.95059,2014-05-19,Lead,1.0,ug/l
671717,21NYDECA_WQX-06031802_06102014_WS,42.11787,-75.95059,2014-06-25,Lead,0.204,ug/l
671720,21NYDECA_WQX-06031802_06102014_WS,42.11787,-75.95059,2014-06-26,Lead,0.061,ug/l
671721,21NYDECA_WQX-06031802_06102014_WS,42.11787,-75.95059,2014-06-25,Copper,3.4,ug/l
671752,21NYDECA_WQX-06031802_06102014_WS,42.11787,-75.95059,2014-06-26,Copper,3.1,ug/l
671763,21NYDECA_WQX-06031802_07282014_WS,42.11787,-75.95059,2014-08-14,Lead,0.061,ug/l
671779,21NYDECA_WQX-06031802_07282014_WS,42.11787,-75.95059,2014-08-07,Copper,4.3,ug/l
671798,21NYDECA_WQX-06031802_07282014_WS,42.11787,-75.95059,2014-08-07,Lead,0.445,ug/l
671799,21NYDECA_WQX-06031802_07282014_WS,42.11787,-75.95059,2014-08-14,Copper,3.0,ug/l
671813,21NYDECA_WQX-06031802_09152014_WS,42.11787,-75.95059,2014-10-02,Copper,1.5,ug/l
671815,21NYDECA_WQX-06031802_09152014_WS,42.11787,-75.95059,2014-10-02,Copper,1.6,ug/l
671832,21NYDECA_WQX-06031802_09152014_WS,42.11787,-75.95059,2014-10-02,Lead,0.061,ug/l
671836,21NYDECA_WQX-06031802_09152014_WS,42.11787,-75.95059,2014-10-02,Lead,0.081,ug/l
671868,21NYDECA_WQX-06031802_10202014_WS,42.11787,-75.95059,2014-11-04,Lead,0.063,ug/l
671870,21NYDECA_WQX-06031802_10202014_WS,42.11787,-75.95059,2014-11-04,Copper,1.7,ug/l
671875,21NYDECA_WQX-06031802_10202014_WS,42.11787,-75.95059,2014-11-04,Copper,1.9,ug/l
671892,21NYDECA_WQX-06031802_10202014_WS,42.11787,-75.95059,2014-11-04,Lead,0.11800000000000001,ug/l
671913,21NYDECA_WQX-06031900_04172014_WS,42.106609999999996,-76.01401,2014-04-30,Lead,0.44299999999999995,ug/l
671925,21NYDECA_WQX-06031900_04172014_WS,42.106609999999996,-76.01401,2014-04-30,Copper,1.5,ug/l
671928,21NYDECA_WQX-06031900_04172014_WS,42.106609999999996,-76.01401,2014-04-30,Lead,0.083,ug/l
671934,21NYDECA_WQX-06031900_04172014_WS,42.106609999999996,-76.01401,2014-04-30,Copper,1.9,ug/l
671947,21NYDECA_WQX-06031900_050614_WS,42.106609999999996,-76.01401,2014-05-19,Lead,1.0,ug/l
671952,21NYDECA_WQX-06031900_050614_WS,42.106609999999996,-76.01401,2014-05-19,Copper,1.6,ug/l
671957,21NYDECA_WQX-06031900_050614_WS,42.106609999999996,-76.01401,2014-05-19,Copper,1.6,ug/l
671959,21NYDECA_WQX-06031900_050614_WS,42.106609999999996,-76.01401,2014-05-19,Lead,0.207,ug/l
671993,21NYDECA_WQX-06031900_06112014_WS,42.106609999999996,-76.01401,2014-06-26,Lead,0.17,ug/l
671996,21NYDECA_WQX-06031900_06112014_WS,42.106609999999996,-76.01401,2014-06-26,Copper,2.2,ug/l
672009,21NYDECA_WQX-06031900_06112014_WS,42.106609999999996,-76.01401,2014-06-26,Lead,0.061,ug/l
672024,21NYDECA_WQX-06031900_06112014_WS,42.106609999999996,-76.01401,2014-06-26,Copper,2.6,ug/l
672055,21NYDECA_WQX-06031900_07292014_WS,42.106609999999996,-76.01401,2014-08-07,Lead,0.077,ug/l
672056,21NYDECA_WQX-06031900_07292014_WS,42.106609999999996,-76.01401,2014-08-14,Lead,0.061,ug/l
672062,21NYDECA_WQX-06031900_07292014_WS,42.106609999999996,-76.01401,2014-08-14,Copper,3.4,ug/l
672067,21NYDECA_WQX-06031900_07292014_WS,42.106609999999996,-76.01401,2014-08-07,Copper,3.4,ug/l
672093,21NYDECA_WQX-06031900_09152014_WS,42.106609999999996,-76.01401,2014-10-02,Copper,1.7,ug/l
672114,21NYDECA_WQX-06031900_09152014_WS,42.106609999999996,-76.01401,2014-10-02,Copper,1.5,ug/l
672118,21NYDECA_WQX-06031900_09152014_WS,42.106609999999996,-76.01401,2014-10-02,Lead,0.094,ug/l
672120,21NYDECA_WQX-06031900_09152014_WS,42.106609999999996,-76.01401,2014-10-02,Lead,0.061,ug/l
672146,21NYDECA_WQX-06031900_10222014_WS,42.106609999999996,-76.01401,2014-11-04,Copper,1.5,ug/l
672154,21NYDECA_WQX-06031900_10222014_WS,42.106609999999996,-76.01401,2014-11-04,Lead,0.061,ug/l
672159,21NYDECA_WQX-06031900_10222014_WS,42.106609999999996,-76.01401,2014-11-04,Copper,1.6,ug/l
672168,21NYDECA_WQX-06031900_10222014_WS,42.106609999999996,-76.01401,2014-11-04,Lead,0.09699999999999999,ug/l
672180,21NYDECA_WQX-06032102_04172014_WS,42.1427777,-76.295,2014-04-30,Lead,0.094,ug/l
672189,21NYDECA_WQX-06032102_04172014_WS,42.1427777,-76.295,2014-04-30,Copper,1.4,ug/l
672203,21NYDECA_WQX-06032102_04172014_WS,42.1427777,-76.295,2014-04-30,Lead,0.484,ug/l
672212,21NYDECA_WQX-06032102_04172014_WS,42.1427777,-76.295,2014-04-30,Copper,1.0,ug/l
672223,21NYDECA_WQX-06032102_050614_WS,42.1427777,-76.295,2014-05-19,Lead,1.0,ug/l
672224,21NYDECA_WQX-06032102_050614_WS,42.1427777,-76.295,2014-05-19,Copper,1.2,ug/l
672228,21NYDECA_WQX-06032102_050614_WS,42.1427777,-76.295,2014-05-19,Copper,0.927,ug/l
672257,21NYDECA_WQX-06032102_050614_WS,42.1427777,-76.295,2014-05-19,Lead,0.311,ug/l
672285,21NYDECA_WQX-06032102_06112014_WS,42.1427777,-76.295,2014-06-25,Lead,0.44799999999999995,ug/l
672290,21NYDECA_WQX-06032102_06112014_WS,42.1427777,-76.295,2014-06-25,Copper,1.6,ug/l
672301,21NYDECA_WQX-06032102_06112014_WS,42.1427777,-76.295,2014-06-26,Lead,0.095,ug/l
672309,21NYDECA_WQX-06032102_06112014_WS,42.1427777,-76.295,2014-06-26,Copper,1.3,ug/l
672318,21NYDECA_WQX-06032102_07292014_WS,42.1427777,-76.295,2014-08-07,Copper,5.7,ug/l
672330,21NYDECA_WQX-06032102_07292014_WS,42.1427777,-76.295,2014-08-14,Lead,0.265,ug/l
672333,21NYDECA_WQX-06032102_07292014_WS,42.1427777,-76.295,2014-08-14,Copper,5.0,ug/l
672344,21NYDECA_WQX-06032102_07292014_WS,42.1427777,-76.295,2014-08-07,Lead,0.287,ug/l
672367,21NYDECA_WQX-06032102_09152014_WS,42.1427777,-76.295,2014-10-02,Lead,0.223,ug/l
672369,21NYDECA_WQX-06032102_09152014_WS,42.1427777,-76.295,2014-10-02,Lead,0.067,ug/l
672382,21NYDECA_WQX-06032102_09152014_WS,42.1427777,-76.295,2014-10-02,Copper,0.879,ug/l
672387,21NYDECA_WQX-06032102_09152014_WS,42.1427777,-76.295,2014-10-02,Copper,1.3,ug/l
672411,21NYDECA_WQX-06032102_10222014_WS,42.1427777,-76.295,2014-11-04,Copper,0.975,ug/l
672414,21NYDECA_WQX-06032102_10222014_WS,42.1427777,-76.295,2014-11-04,Lead,0.061,ug/l
672438,21NYDECA_WQX-06032102_10222014_WS,42.1427777,-76.295,2014-11-04,Copper,1.1,ug/l
672448,21NYDECA_WQX-06032102_10222014_WS,42.1427777,-76.295,2014-11-04,Lead,0.159,ug/l
672454,21NYDECA_WQX-07010005_05012014_WS,43.398055600000006,-76.4708333,2014-05-14,Lead,0.86,ug/l
672472,21NYDECA_WQX-07010005_05012014_WS,43.398055600000006,-76.4708333,2014-05-14,Copper,2.0,ug/l
672482,21NYDECA_WQX-07010005_05012014_WS,43.398055600000006,-76.4708333,2014-05-14,Lead,0.142,ug/l
672491,21NYDECA_WQX-07010005_05012014_WS,43.398055600000006,-76.4708333,2014-05-14,Copper,2.6,ug/l
672520,21NYDECA_WQX-07010005_06232014_WS,43.398055600000006,-76.4708333,2014-07-10,Lead,0.27,ug/l
672526,21NYDECA_WQX-07010005_06232014_WS,43.398055600000006,-76.4708333,2014-07-10,Copper,2.2,ug/l
672535,21NYDECA_WQX-07010005_06232014_WS,43.398055600000006,-76.4708333,2014-07-10,Lead,0.061,ug/l
672538,21NYDECA_WQX-07010005_06232014_WS,43.398055600000006,-76.4708333,2014-07-10,Copper,2.4,ug/l
672558,21NYDECA_WQX-07010005_08112014_WS,43.398055600000006,-76.4708333,2014-08-27,Copper,4.5,ug/l
672572,21NYDECA_WQX-07010005_08112014_WS,43.398055600000006,-76.4708333,2014-08-27,Lead,0.316,ug/l
672577,21NYDECA_WQX-07010005_08112014_WS,43.398055600000006,-76.4708333,2014-08-27,Lead,0.23199999999999998,ug/l
672580,21NYDECA_WQX-07010005_08112014_WS,43.398055600000006,-76.4708333,2014-08-27,Copper,4.7,ug/l
672593,21NYDECA_WQX-07010005_10062014_WS,43.398055600000006,-76.4708333,2014-10-22,Lead,0.198,ug/l
672594,21NYDECA_WQX-07010005_10062014_WS,43.398055600000006,-76.4708333,2014-10-22,Copper,2.8,ug/l
672602,21NYDECA_WQX-07010005_10062014_WS,43.398055600000006,-76.4708333,2014-10-21,Copper,3.2,ug/l
672612,21NYDECA_WQX-07010005_10062014_WS,43.398055600000006,-76.4708333,2014-10-21,Lead,0.9059999999999999,ug/l
672666,21NYDECA_WQX-07011023_05012014_WS,43.099,-76.42399999999999,2014-05-14,Lead,0.08900000000000001,ug/l
672667,21NYDECA_WQX-07011023_05012014_WS,43.099,-76.42399999999999,2014-05-14,Copper,1.3,ug/l
672671,21NYDECA_WQX-07011023_05012014_WS,43.099,-76.42399999999999,2014-05-14,Copper,1.6,ug/l
672683,21NYDECA_WQX-07011023_05012014_WS,43.099,-76.42399999999999,2014-05-14,Lead,0.501,ug/l
672696,21NYDECA_WQX-07011023_06232014_WS,43.099,-76.42399999999999,2014-07-10,Copper,2.4,ug/l
672708,21NYDECA_WQX-07011023_06232014_WS,43.099,-76.42399999999999,2014-07-10,Lead,0.519,ug/l
672724,21NYDECA_WQX-07011023_06232014_WS,43.099,-76.42399999999999,2014-07-10,Copper,3.4,ug/l
672727,21NYDECA_WQX-07011023_06232014_WS,43.099,-76.42399999999999,2014-07-10,Lead,0.08800000000000001,ug/l
672738,21NYDECA_WQX-07011023_08112014_WS,43.099,-76.42399999999999,2014-08-27,Lead,0.44,ug/l
672753,21NYDECA_WQX-07011023_08112014_WS,43.099,-76.42399999999999,2014-08-27,Copper,3.0,ug/l
672773,21NYDECA_WQX-07011023_08112014_WS,43.099,-76.42399999999999,2014-08-27,Copper,2.1,ug/l
672777,21NYDECA_WQX-07011023_08112014_WS,43.099,-76.42399999999999,2014-08-27,Lead,0.081,ug/l
672803,21NYDECA_WQX-07011023_10062014_WS,43.099,-76.42399999999999,2014-10-22,Copper,2.8,ug/l
672810,21NYDECA_WQX-07011023_10062014_WS,43.099,-76.42399999999999,2014-10-21,Lead,0.078,ug/l
672811,21NYDECA_WQX-07011023_10062014_WS,43.099,-76.42399999999999,2014-10-22,Lead,0.466,ug/l
672815,21NYDECA_WQX-07011023_10062014_WS,43.099,-76.42399999999999,2014-10-21,Copper,2.1,ug/l
672832,21NYDECA_WQX-08010001_04302014_WS,44.0044444,-76.0452778,2014-05-14,Lead,0.583,ug/l
672852,21NYDECA_WQX-08010001_04302014_WS,44.0044444,-76.0452778,2014-05-14,Copper,1.6,ug/l
672864,21NYDECA_WQX-08010001_04302014_WS,44.0044444,-76.0452778,2014-05-14,Lead,1.4,ug/l
672865,21NYDECA_WQX-08010001_04302014_WS,44.0044444,-76.0452778,2014-05-14,Copper,1.2,ug/l
672888,21NYDECA_WQX-08010001_06262014_WS,44.0044444,-76.0452778,2014-07-10,Lead,0.247,ug/l
672893,21NYDECA_WQX-08010001_06262014_WS,44.0044444,-76.0452778,2014-07-10,Lead,0.782,ug/l
672895,21NYDECA_WQX-08010001_06262014_WS,44.0044444,-76.0452778,2014-07-10,Copper,0.919,ug/l
672910,21NYDECA_WQX-08010001_06262014_WS,44.0044444,-76.0452778,2014-07-10,Copper,0.7240000000000001,ug/l
672926,21NYDECA_WQX-08010001_08142014_WS,44.0044444,-76.0452778,2014-08-27,Copper,1.0,ug/l
672934,21NYDECA_WQX-08010001_08142014_WS,44.0044444,-76.0452778,2014-08-27,Copper,0.958,ug/l
672961,21NYDECA_WQX-08010001_08142014_WS,44.0044444,-76.0452778,2014-08-27,Lead,0.578,ug/l
672965,21NYDECA_WQX-08010001_08142014_WS,44.0044444,-76.0452778,2014-08-27,Lead,0.299,ug/l
672980,21NYDECA_WQX-08010001_10072014_WS,44.0044444,-76.0452778,2014-10-21,Lead,0.192,ug/l
672981,21NYDECA_WQX-08010001_10072014_WS,44.0044444,-76.0452778,2014-10-21,Copper,0.596,ug/l
672993,21NYDECA_WQX-08010001_10072014_WS,44.0044444,-76.0452778,2014-10-22,Copper,0.687,ug/l
673006,21NYDECA_WQX-08010001_10072014_WS,44.0044444,-76.0452778,2014-10-22,Lead,0.345,ug/l
673018,21NYDECA_WQX-09010008_04292014_WS,45.006111100000005,-74.7952778,2014-05-14,Copper,0.935,ug/l
673041,21NYDECA_WQX-09010008_04292014_WS,45.006111100000005,-74.7952778,2014-05-14,Lead,0.376,ug/l
673051,21NYDECA_WQX-09010008_04292014_WS,45.006111100000005,-74.7952778,2014-05-14,Lead,0.156,ug/l
673054,21NYDECA_WQX-09010008_04292014_WS,45.006111100000005,-74.7952778,2014-05-14,Copper,0.995,ug/l
673059,21NYDECA_WQX-09010008_06232014_WS,45.006111100000005,-74.7952778,2014-07-10,Lead,0.129,ug/l
673064,21NYDECA_WQX-09010008_06232014_WS,45.006111100000005,-74.7952778,2014-07-10,Copper,1.0,ug/l
673073,21NYDECA_WQX-09010008_06232014_WS,45.006111100000005,-74.7952778,2014-07-10,Lead,0.061,ug/l
673092,21NYDECA_WQX-09010008_06232014_WS,45.006111100000005,-74.7952778,2014-07-10,Copper,1.1,ug/l
673113,21NYDECA_WQX-09010008_08142014_WS,45.006111100000005,-74.7952778,2014-08-27,Copper,0.981,ug/l
673121,21NYDECA_WQX-09010008_08142014_WS,45.006111100000005,-74.7952778,2014-08-27,Lead,0.061,ug/l
673140,21NYDECA_WQX-09010008_08142014_WS,45.006111100000005,-74.7952778,2014-08-27,Lead,0.08800000000000001,ug/l
673143,21NYDECA_WQX-09010008_08142014_WS,45.006111100000005,-74.7952778,2014-08-27,Copper,1.0,ug/l
673154,21NYDECA_WQX-09010008_08142014_WSMS,45.006111100000005,-74.7952778,2014-08-27,Copper,20.7,ug/l
673160,21NYDECA_WQX-09010008_08142014_WSMS,45.006111100000005,-74.7952778,2014-08-27,Lead,19.2,ug/l
673161,21NYDECA_WQX-09010008_08142014_WSMS,45.006111100000005,-74.7952778,2014-08-27,Lead,20.8,ug/l
673165,21NYDECA_WQX-09010008_08142014_WSMS,45.006111100000005,-74.7952778,2014-08-27,Copper,18.9,ug/l
673179,21NYDECA_WQX-09010008_10072014_WS,45.006111100000005,-74.7952778,2014-10-22,Lead,0.6659999999999999,ug/l
673192,21NYDECA_WQX-09010008_10072014_WS,45.006111100000005,-74.7952778,2014-10-21,Copper,2.2,ug/l
673206,21NYDECA_WQX-09010008_10072014_WS,45.006111100000005,-74.7952778,2014-10-22,Copper,1.2,ug/l
673211,21NYDECA_WQX-09010008_10072014_WS,45.006111100000005,-74.7952778,2014-10-21,Lead,0.28300000000000003,ug/l
673218,21NYDECA_WQX-10010001E_04232014_WS,44.988890000000005,-73.36389,2014-05-06,Lead,0.061,ug/l
673223,21NYDECA_WQX-10010001E_04232014_WS,44.988890000000005,-73.36389,2014-05-06,Copper,1.1,ug/l
673234,21NYDECA_WQX-10010001E_04232014_WS,44.988890000000005,-73.36389,2014-05-06,Copper,1.0,ug/l
673241,21NYDECA_WQX-10010001E_04232014_WS,44.988890000000005,-73.36389,2014-05-06,Lead,0.168,ug/l
673265,21NYDECA_WQX-10010001E_06182014_WS,44.988890000000005,-73.36389,2014-07-07,Lead,0.307,ug/l
673276,21NYDECA_WQX-10010001E_06182014_WS,44.988890000000005,-73.36389,2014-07-07,Copper,1.3,ug/l
673283,21NYDECA_WQX-10010001E_06182014_WS,44.988890000000005,-73.36389,2014-07-03,Lead,0.061,ug/l
673293,21NYDECA_WQX-10010001E_06182014_WS,44.988890000000005,-73.36389,2014-07-03,Copper,1.6,ug/l
673314,21NYDECA_WQX-10010001E_08062014_WS,44.988890000000005,-73.36389,2014-08-21,Lead,0.067,ug/l
673335,21NYDECA_WQX-10010001E_08062014_WS,44.988890000000005,-73.36389,2014-08-21,Lead,0.193,ug/l
673340,21NYDECA_WQX-10010001E_08062014_WS,44.988890000000005,-73.36389,2014-08-21,Copper,1.0,ug/l
673341,21NYDECA_WQX-10010001E_08062014_WS,44.988890000000005,-73.36389,2014-08-21,Copper,1.2,ug/l
673351,21NYDECA_WQX-01010001_04292014_WS,44.9994,-73.35197,2014-05-14,Lead,0.19,ug/l
673360,21NYDECA_WQX-01010001_04292014_WS,44.9994,-73.35197,2014-05-14,Lead,0.136,ug/l
673373,21NYDECA_WQX-01010001_04292014_WS,44.9994,-73.35197,2014-05-14,Copper,1.4,ug/l
673391,21NYDECA_WQX-01010001_04292014_WS,44.9994,-73.35197,2014-05-14,Copper,1.3,ug/l
673426,21NYDECA_WQX-01010001_04292014_WSDUP,44.9994,-73.35197,2014-05-14,Lead,0.08,ug/l
673428,21NYDECA_WQX-01010001_04292014_WSDUP,44.9994,-73.35197,2014-05-14,Copper,1.26,ug/l
673430,21NYDECA_WQX-01010001_04292014_WSDUP,44.9994,-73.35197,2014-05-14,Lead,0.35,ug/l
673431,21NYDECA_WQX-01010001_04292014_WSDUP,44.9994,-73.35197,2014-05-14,Copper,2.54,ug/l
673441,21NYDECA_WQX-01010001_06242014_WS,44.9994,-73.35197,2014-07-10,Copper,1.1,ug/l
673469,21NYDECA_WQX-01010001_06242014_WS,44.9994,-73.35197,2014-07-10,Copper,1.3,ug/l
673478,21NYDECA_WQX-01010001_06242014_WS,44.9994,-73.35197,2014-07-10,Lead,0.061,ug/l
673481,21NYDECA_WQX-01010001_06242014_WS,44.9994,-73.35197,2014-07-10,Lead,0.18899999999999997,ug/l
673487,21NYDECA_WQX-10010001E_08062014_WSMS,44.9994,-73.35197,2014-08-21,Copper,20.8,ug/l
673498,21NYDECA_WQX-10010001E_08062014_WSMS,44.9994,-73.35197,2014-08-21,Lead,22.1,ug/l
673501,21NYDECA_WQX-10010001E_08062014_WSMS,44.9994,-73.35197,2014-08-21,Lead,21.6,ug/l
673508,21NYDECA_WQX-10010001E_08062014_WSMS,44.9994,-73.35197,2014-08-21,Copper,20.6,ug/l
673533,21NYDECA_WQX-01010001_08122014_WS,44.9994,-73.35197,2014-08-27,Copper,1.4,ug/l
673534,21NYDECA_WQX-01010001_08122014_WS,44.9994,-73.35197,2014-08-27,Lead,0.19,ug/l
673557,21NYDECA_WQX-01010001_08122014_WS,44.9994,-73.35197,2014-08-27,Lead,0.08,ug/l
673560,21NYDECA_WQX-01010001_08122014_WS,44.9994,-73.35197,2014-08-27,Copper,1.1,ug/l
673586,21NYDECA_WQX-01010001_10072014_WS,44.9994,-73.35197,2014-10-21,Copper,1.1,ug/l
673607,21NYDECA_WQX-01010001_10072014_WS,44.9994,-73.35197,2014-10-21,Lead,0.073,ug/l
673613,21NYDECA_WQX-01010001_10072014_WS,44.9994,-73.35197,2014-10-22,Lead,0.275,ug/l
673616,21NYDECA_WQX-01010001_10072014_WS,44.9994,-73.35197,2014-10-22,Copper,1.7,ug/l
673637,21NYDECA_WQX-10010001E_10282014_WS,44.9994,-73.35197,2014-11-13,Copper,1.2,ug/l
673642,21NYDECA_WQX-10010001E_10282014_WS,44.9994,-73.35197,2014-11-13,Lead,0.061,ug/l
673650,21NYDECA_WQX-10010001E_10282014_WS,44.9994,-73.35197,2014-11-13,Lead,0.061,ug/l
673662,21NYDECA_WQX-10010001E_10282014_WS,44.9994,-73.35197,2014-11-13,Copper,0.953,ug/l
673673,21NYDECA_WQX-10021028_04232014_WS,44.912828999999995,-73.639877,2014-05-06,Lead,0.361,ug/l
673687,21NYDECA_WQX-10021028_04232014_WS,44.912828999999995,-73.639877,2014-05-06,Copper,0.741,ug/l
673692,21NYDECA_WQX-10021028_04232014_WS,44.912828999999995,-73.639877,2014-05-06,Copper,0.813,ug/l
673696,21NYDECA_WQX-10021028_04232014_WS,44.912828999999995,-73.639877,2014-05-06,Lead,0.106,ug/l
673717,21NYDECA_WQX-10021028_05132014_WS,44.912828999999995,-73.639877,2014-05-29,Lead,0.264,ug/l
673746,21NYDECA_WQX-10021028_05132014_WS,44.912828999999995,-73.639877,2014-05-29,Copper,0.457,ug/l
673753,21NYDECA_WQX-10021028_05132014_WS,44.912828999999995,-73.639877,2014-05-29,Copper,0.527,ug/l
673754,21NYDECA_WQX-10021028_05132014_WS,44.912828999999995,-73.639877,2014-05-29,Lead,0.095,ug/l
673765,21NYDECA_WQX-10021028_06182014_WS,44.912828999999995,-73.639877,2014-07-03,Lead,0.13,ug/l
673790,21NYDECA_WQX-10021028_06182014_WS,44.912828999999995,-73.639877,2014-07-03,Copper,1.3,ug/l
673792,21NYDECA_WQX-10021028_06182014_WS,44.912828999999995,-73.639877,2014-07-07,Copper,1.9,ug/l
673800,21NYDECA_WQX-10021028_06182014_WS,44.912828999999995,-73.639877,2014-07-07,Lead,16.2,ug/l
673810,21NYDECA_WQX-10021028_08062014_WS,44.912828999999995,-73.639877,2014-08-21,Lead,0.063,ug/l
673825,21NYDECA_WQX-10021028_08062014_WS,44.912828999999995,-73.639877,2014-08-21,Copper,0.485,ug/l
673831,21NYDECA_WQX-10021028_08062014_WS,44.912828999999995,-73.639877,2014-08-21,Lead,0.187,ug/l
673832,21NYDECA_WQX-10021028_08062014_WS,44.912828999999995,-73.639877,2014-08-21,Copper,0.642,ug/l
